citation_key_lr,citation_key_cp,self_citation,title_similarity,abstract_similarity,ref_in_title,NOT,SYN_TB,CRI_ADDR,RG_SYN,RG_CLOSE,RA_CLOSE,TB_TB,TB_TT,TB_RG,TT_TT,TT_RG
Sircar1998,Schryen2013,False,0.0060734867997966355,0.25226263656843084,False,True,False,False,False,False,False,False,False,False,False,False
Pare2008,Schryen2013,False,0.10967614887026325,0.0,False,True,False,False,False,False,False,False,False,False,False,False
Brynjolfsson1993,Schwarz2003,False,0.009887276229810702,0.024302381568879643,False,True,False,False,False,False,False,False,False,False,False,False
Brynjolfsson1993,Schwarz2009,False,0.0029733194637683986,0.11524523985136276,False,False,False,False,False,False,False,False,False,False,False,False
Wade2004,Schwarz2009,False,0.004399059413381542,0.17846445251364537,False,True,False,False,False,False,False,False,False,False,False,False
Piccoli2005,Schwarz2009,False,0.003063647765616129,0.04734985925517203,False,True,False,False,False,False,False,False,False,False,False,False
Brynjolfsson1993,Serafeimidis2000,False,0.16875278718771028,0.024552222532070574,False,True,False,False,False,False,False,False,False,False,False,False
Brynjolfsson1993,Sheng2005,False,0.2096072580090701,0.10672603171422577,False,True,False,False,False,False,False,False,False,False,False,False
Soh1995,Sheng2005,False,-0.006577716941254293,0.07797236982821286,False,True,False,False,False,False,False,False,False,False,False,False
Melville2004,Sheng2005,False,0.1464316393464259,0.1433268722331591,False,True,False,False,False,False,False,False,False,False,False,False
Brynjolfsson1993,Shin2001,False,0.3461239960425246,0.03973163517944875,False,True,False,False,False,False,False,False,False,False,False,False
Brynjolfsson1993,Silver1995,False,0.3652588319042571,0.06610703470358902,False,True,False,False,False,False,False,False,False,False,False,False
Brynjolfsson1993,Sircar2000,False,0.3401403061375237,0.2121966683898945,False,False,True,False,False,False,False,True,False,False,False,False
Soh1995,Sircar2000,False,0.012499449025628974,0.1844042252907269,False,True,False,False,False,False,False,False,False,False,False,False
Sircar1998,Sircar2000,True,0.6493395451664087,0.4808402839458753,False,False,True,False,False,False,False,False,False,False,False,False
Brynjolfsson1993,Sircar2009,False,0.3227204219565508,0.10214344313942082,False,True,False,False,False,False,False,False,False,False,False,False
